record_id,model,condition,rank,source_attached_execution,type_completed_execution,completion_rescue,completion_break,production_accept,reference_accept,accept_agreement,error_set_agreement,production_errors,reference_errors,source_error,completed_error
nvbench2:dev:336,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:336,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:x,count_with_field:x,,
nvbench2:dev:336,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,count_with_field:x,count_with_field:x,,
nvbench2:dev:336,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:x,count_with_field:x,,
nvbench2:dev:336,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,count_with_field:x,count_with_field:x,,
nvbench2:dev:338,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:338,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:338,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:338,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:338,qwen3:14b,direct,5,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:340,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:340,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:340,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:340,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:340,qwen3:14b,direct,5,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:346,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:346,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:346,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:346,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:346,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:358,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:358,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:358,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:358,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:358,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:362,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:362,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:362,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:367,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:381,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:381,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:381,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:381,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:381,qwen3:14b,direct,5,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:383,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:383,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:383,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:383,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:383,qwen3:14b,direct,5,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:384,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:384,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:384,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:384,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:384,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:388,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:388,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:388,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:388,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:388,qwen3:14b,direct,5,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:394,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:398,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:403,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,non_object_filter,non_object_filter,,
nvbench2:dev:403,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,non_object_filter,non_object_filter,,
nvbench2:dev:403,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,non_object_filter,non_object_filter,,
nvbench2:dev:403,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,non_object_filter|unsupported_channel:opacity,non_object_filter|unsupported_channel:opacity,,
nvbench2:dev:403,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,non_object_filter|unsupported_channel:shape,non_object_filter|unsupported_channel:shape,,
nvbench2:dev:405,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:405,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:405,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:405,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:405,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:421,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:421,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:421,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:421,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:421,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:422,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:422,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:x,count_with_field:x,,
nvbench2:dev:422,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,count_with_field:x|count_with_field:y,count_with_field:x|count_with_field:y,,
nvbench2:dev:422,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:x|count_with_field:y,count_with_field:x|count_with_field:y,,
nvbench2:dev:422,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,count_with_field:x|count_with_field:y,count_with_field:x|count_with_field:y,,
nvbench2:dev:436,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:436,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:436,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:436,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:436,qwen3:14b,direct,5,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:444,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:444,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:444,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:444,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:444,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:445,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:455,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,unknown_field:identifier,unknown_field:identifier,,
nvbench2:dev:455,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:455,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:455,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:455,qwen3:14b,direct,5,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:457,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:462,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:462,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:462,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:463,qwen3:14b,direct,1,0,0,0,0,0,0,1,1,non_object_filter,non_object_filter,"ValueError: Vega-Lite to SVG conversion failed:
Error: Unrecognized signal name: ""dno""
    at l (https://cdn.jsdelivr.net/npm/vega-util@2.1.0/+esm:7:324)
    at hi.getSignal (https://cdn.jsdelivr.net/npm/vega-parser@7.1.0/+esm:7:45696)
    at https://cdn.jsdelivr.net/npm/vega-functions@6.1.0/+esm:7:11097
    at Array.forEach (<anonymous>)
    at de (https://cdn.jsdelivr.net/npm/vega-functions@6.1.0/+esm:7:11059)
    at xn (https://cdn.jsdelivr.net/npm/vega-parser@7.1.0/+esm:7:18407)
    at bn (https://cdn.jsdelivr.net/npm/vega-parser@7.1.0/+esm:7:18060)
    at yn (https://cdn.jsdelivr.net/npm/vega-parser@7.1.0/+esm:7:17584)
    at hn (https://cdn.jsdelivr.net/npm/vega-parser@7.1.0/+esm:7:17396)
    at https://cdn.jsdelivr.net/npm/vega-parser@7.1.0/+esm:7:28401","ValueError: Vega-Lite to SVG conversion failed:
Error: Unrecognized signal name: ""dno""
    at l (https://cdn.jsdelivr.net/npm/vega-util@2.1.0/+esm:7:324)
    at hi.getSignal (https://cdn.jsdelivr.net/npm/vega-parser@7.1.0/+esm:7:45696)
    at https://cdn.jsdelivr.net/npm/vega-functions@6.1.0/+esm:7:11097
    at Array.forEach (<anonymous>)
    at de (https://cdn.jsdelivr.net/npm/vega-functions@6.1.0/+esm:7:11059)
    at xn (https://cdn.jsdelivr.net/npm/vega-parser@7.1.0/+esm:7:18407)
    at bn (https://cdn.jsdelivr.net/npm/vega-parser@7.1.0/+esm:7:18060)
    at yn (https://cdn.jsdelivr.net/npm/vega-parser@7.1.0/+esm:7:17584)
    at hn (https://cdn.jsdelivr.net/npm/vega-parser@7.1.0/+esm:7:17396)
    at https://cdn.jsdelivr.net/npm/vega-parser@7.1.0/+esm:7:28401"
nvbench2:dev:465,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:470,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:470,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:470,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:470,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:470,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,count_with_field:y|unknown_field:count,count_with_field:y|unknown_field:count,,
nvbench2:dev:475,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:475,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:475,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:475,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:485,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:485,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:485,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:492,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:492,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:x,count_with_field:x,,
nvbench2:dev:492,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:492,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:x|count_with_field:y,count_with_field:x|count_with_field:y,,
nvbench2:dev:492,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,count_with_field:x|count_with_field:y,count_with_field:x|count_with_field:y,,
nvbench2:dev:495,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:495,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:495,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:498,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:499,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:499,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:499,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:499,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:499,qwen3:14b,direct,5,0,0,0,0,1,1,1,1,,,"ValueError: Vega-Lite to SVG conversion failed:
TypeError: Cannot read properties of undefined (reading 'length')
    at c (https://cdn.jsdelivr.net/npm/vega-util@2.1.0/+esm:7:362)
    at ae (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:3330)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:51125
    at hs.As [as run] (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:52410)
    at Nc.mapUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80950)
    at Nc.mapLayerOrUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69333)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69237)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80566)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79610
    at zl (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79632)","ValueError: Vega-Lite to SVG conversion failed:
TypeError: Cannot read properties of undefined (reading 'length')
    at c (https://cdn.jsdelivr.net/npm/vega-util@2.1.0/+esm:7:362)
    at ae (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:3330)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:51125
    at hs.As [as run] (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:52410)
    at Nc.mapUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80950)
    at Nc.mapLayerOrUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69333)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69237)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80566)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79610
    at zl (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79632)"
nvbench2:dev:507,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:507,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:507,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:507,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:508,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:508,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:508,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,count_with_field:x,count_with_field:x,,
nvbench2:dev:508,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:x,count_with_field:x,,
nvbench2:dev:508,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,count_with_field:x|count_with_field:y,count_with_field:x|count_with_field:y,,
nvbench2:dev:515,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:515,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:515,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:515,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:515,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:531,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:531,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:531,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:531,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:531,qwen3:14b,direct,5,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:538,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:538,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:540,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:540,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:540,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:540,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:540,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:551,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:551,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:554,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:554,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:554,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:554,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:x|count_with_field:y,count_with_field:x|count_with_field:y,,
nvbench2:dev:554,qwen3:14b,direct,5,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:562,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:562,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:562,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:562,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:562,qwen3:14b,direct,5,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:568,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:571,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,non_object_filter|unsupported_channel:opacity,non_object_filter|unsupported_channel:opacity,,
nvbench2:dev:572,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:572,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:572,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:572,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:572,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,unsupported_channel:opacity,unsupported_channel:opacity,,
nvbench2:dev:573,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:603,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:603,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:603,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:603,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:603,qwen3:14b,direct,5,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:605,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:605,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:605,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:606,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:606,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:606,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:612,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:theta,count_with_field:theta,,
nvbench2:dev:614,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:614,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:614,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:614,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:614,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:628,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:641,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:color,count_with_field:color,,
nvbench2:dev:641,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:color,count_with_field:color,,
nvbench2:dev:641,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,count_with_field:color,count_with_field:color,,
nvbench2:dev:642,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:642,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:642,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:644,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:644,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:644,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:644,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:644,qwen3:14b,direct,5,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:647,qwen3:14b,direct,1,1,1,0,0,0,0,1,1,count_with_field:color,count_with_field:color,,
nvbench2:dev:647,qwen3:14b,direct,2,1,1,0,0,0,0,1,1,count_with_field:color,count_with_field:color,,
nvbench2:dev:647,qwen3:14b,direct,3,1,1,0,0,0,0,1,1,count_with_field:color,count_with_field:color,,
nvbench2:dev:647,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:color,count_with_field:color,,
nvbench2:dev:647,qwen3:14b,direct,5,1,1,0,0,0,0,1,1,count_with_field:color,count_with_field:color,,
nvbench2:dev:651,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:651,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:651,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:651,qwen3:14b,direct,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:651,qwen3:14b,direct,5,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:655,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:655,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:655,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:655,qwen3:14b,direct,4,1,1,0,0,0,0,1,1,count_with_field:size,count_with_field:size,,
nvbench2:dev:655,qwen3:14b,direct,5,0,0,0,0,1,1,1,1,,,"ValueError: Vega-Lite to SVG conversion failed:
Error: Need a valid continuous axis for boxplots
    at Ns (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:50476)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:51047
    at hs.As [as run] (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:52410)
    at Nc.mapUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80950)
    at Nc.mapLayerOrUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69333)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69237)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80566)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79610
    at zl (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79632)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244374)","ValueError: Vega-Lite to SVG conversion failed:
Error: Need a valid continuous axis for boxplots
    at Ns (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:50476)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:51047
    at hs.As [as run] (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:52410)
    at Nc.mapUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80950)
    at Nc.mapLayerOrUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69333)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69237)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80566)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79610
    at zl (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79632)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244374)"
nvbench2:dev:666,qwen3:14b,direct,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:666,qwen3:14b,direct,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:666,qwen3:14b,direct,3,1,1,0,0,1,1,1,1,,,,
